Sexo;Comunidad autónoma y provincia de residencia;País de nacionalidad;Unidades de medida;Total
Ambos sexos;14 Córdoba;Canadá;Edad media;50,76
Ambos sexos;14 Córdoba;Estados Unidos de América;Edad media;41,58
Ambos sexos;14 Córdoba;México;Edad media;38,18
Ambos sexos;14 Córdoba;Costa Rica;Edad media;33,81
Ambos sexos;14 Córdoba;Cuba;Edad media;40,81
Ambos sexos;14 Córdoba;El Salvador;Edad media;28,04
Ambos sexos;14 Córdoba;Guatemala;Edad media;32,54
Ambos sexos;14 Córdoba;Honduras;Edad media;31,09
Ambos sexos;14 Córdoba;Nicaragua;Edad media;32,79
Ambos sexos;14 Córdoba;Panamá;Edad media;29
Ambos sexos;14 Córdoba;República Dominicana;Edad media;33,95
Ambos sexos;14 Córdoba;Argentina;Edad media;37,96
Ambos sexos;14 Córdoba;Bolivia;Edad media;38,62
Ambos sexos;14 Córdoba;Brasil;Edad media;35,63
Ambos sexos;14 Córdoba;Colombia;Edad media;35,66
Ambos sexos;14 Córdoba;Chile;Edad media;37,3
Ambos sexos;14 Córdoba;Ecuador;Edad media;38,14
Ambos sexos;14 Córdoba;Paraguay;Edad media;33,3
Ambos sexos;14 Córdoba;Perú;Edad media;37,65
Ambos sexos;14 Córdoba;Uruguay;Edad media;49,01
Ambos sexos;14 Córdoba;Venezuela;Edad media;33,71
Ambos sexos;14 Córdoba;Otros países de América;Edad media;34,71
Ambos sexos;14 Córdoba;Bangladesh;Edad media;20,58
Ambos sexos;14 Córdoba;China;Edad media;30,75
Ambos sexos;14 Córdoba;Filipinas;Edad media;36,23
Ambos sexos;14 Córdoba;India;Edad media;31,13
Ambos sexos;14 Córdoba;Indonesia;Edad media;28,66
Ambos sexos;14 Córdoba;Iraq;Edad media;31,68
Ambos sexos;14 Córdoba;Irán;Edad media;37,66
Ambos sexos;14 Córdoba;Israel;Edad media;25,55
Ambos sexos;14 Córdoba;Japón;Edad media;46,91
Ambos sexos;14 Córdoba;Jordania;Edad media;33,89
Ambos sexos;14 Córdoba;Líbano;Edad media;43,85
Ambos sexos;14 Córdoba;Nepal;Edad media;39,5
Ambos sexos;14 Córdoba;Pakistán;Edad media;32,25
Ambos sexos;14 Córdoba;Corea;Edad media;45,07
Ambos sexos;14 Córdoba;Siria;Edad media;26,04
Ambos sexos;14 Córdoba;Tailandia;Edad media;38,1
Ambos sexos;14 Córdoba;Turquía;Edad media;30,07
Ambos sexos;14 Córdoba;Vietnam;Edad media;27,65
Ambos sexos;14 Córdoba;Kazajstán;Edad media;0
Ambos sexos;14 Córdoba;Otros países de Asia;Edad media;30,2
Ambos sexos;14 Córdoba;Australia;Edad media;43,73
Ambos sexos;14 Córdoba;Apátridas;Edad media;30,68
Ambos sexos;14 Córdoba;Otros países de Oceanía;Edad media;41,98
Ambos sexos;18 Granada;Total;Edad media;42,88
Ambos sexos;18 Granada;Albania;Edad media;34,05
Ambos sexos;18 Granada;Austria;Edad media;45,7
Ambos sexos;18 Granada;Bélgica;Edad media;55,21
Ambos sexos;18 Granada;Bulgaria;Edad media;38,4
Ambos sexos;18 Granada;Dinamarca;Edad media;60,96
Ambos sexos;18 Granada;España;Edad media;43,3
Ambos sexos;18 Granada;Finlandia;Edad media;49,55
Ambos sexos;18 Granada;Francia;Edad media;48,15
Ambos sexos;18 Granada;Grecia;Edad media;35,23
Ambos sexos;18 Granada;Hungría;Edad media;36,81
Ambos sexos;18 Granada;Irlanda;Edad media;49,54
Ambos sexos;18 Granada;Italia;Edad media;40,41
Ambos sexos;18 Granada;Noruega;Edad media;50,91
Ambos sexos;18 Granada;Países Bajos;Edad media;49,16
Ambos sexos;18 Granada;Polonia;Edad media;37,7
Ambos sexos;18 Granada;Portugal;Edad media;41,79
Ambos sexos;18 Granada;Andorra;Edad media;38,11
Ambos sexos;18 Granada;Reino Unido;Edad media;54,61
Ambos sexos;18 Granada;Alemania;Edad media;50,09
Ambos sexos;18 Granada;Rumanía;Edad media;33,99
Ambos sexos;18 Granada;Suecia;Edad media;53,69
Ambos sexos;18 Granada;Suiza;Edad media;52,77
Ambos sexos;18 Granada;Ucrania;Edad media;39,81
Ambos sexos;18 Granada;Letonia;Edad media;33,68
Ambos sexos;18 Granada;Moldavia;Edad media;32,67
Ambos sexos;18 Granada;Belarús;Edad media;42,48
Ambos sexos;18 Granada;Georgia;Edad media;29,19
Ambos sexos;18 Granada;Estonia;Edad media;38,61
Ambos sexos;18 Granada;Lituania;Edad media;39,26
Ambos sexos;18 Granada;República Checa;Edad media;36,04
Ambos sexos;18 Granada;República Eslovaca;Edad media;36,13
Ambos sexos;18 Granada;Croacia;Edad media;37,84
Ambos sexos;18 Granada;Armenia;Edad media;30,37
Ambos sexos;18 Granada;Rusia;Edad media;39,54
Ambos sexos;18 Granada;Serbia;Edad media;43,8
Ambos sexos;18 Granada;Otros países de Europa;Edad media;42,84
Ambos sexos;18 Granada;Angola;Edad media;38,4
Ambos sexos;18 Granada;Argelia;Edad media;33,98
Ambos sexos;18 Granada;Cabo Verde;Edad media;35,89
Ambos sexos;18 Granada;Camerún;Edad media;27,55
Ambos sexos;18 Granada;Costa de Marfil;Edad media;22,24
Ambos sexos;18 Granada;Egipto;Edad media;32,97
Ambos sexos;18 Granada;Etiopía;Edad media;29,47
Ambos sexos;18 Granada;Gambia;Edad media;30,84
Ambos sexos;18 Granada;Ghana;Edad media;28,59
Ambos sexos;18 Granada;Guinea;Edad media;23,95
Ambos sexos;18 Granada;Guinea-Bissau;Edad media;34,8
Ambos sexos;18 Granada;Guinea Ecuatorial;Edad media;26,81
Ambos sexos;18 Granada;Mali;Edad media;30,55
Ambos sexos;18 Granada;Marruecos;Edad media;31,95
Ambos sexos;18 Granada;Mauritania;Edad media;38,13
Ambos sexos;18 Granada;Nigeria;Edad media;30,64
Ambos sexos;18 Granada;Sudáfrica;Edad media;42,7
Ambos sexos;18 Granada;Senegal;Edad media;36,84
Ambos sexos;18 Granada;Túnez;Edad media;33,45
Ambos sexos;18 Granada;Otros países de África;Edad media;31,73
Ambos sexos;18 Granada;Canadá;Edad media;42,66
Ambos sexos;18 Granada;Estados Unidos de América;Edad media;41,45
Ambos sexos;18 Granada;México;Edad media;35,68
Ambos sexos;18 Granada;Costa Rica;Edad media;33,28
Ambos sexos;18 Granada;Cuba;Edad media;40,34
Ambos sexos;18 Granada;El Salvador;Edad media;31,36
Ambos sexos;18 Granada;Guatemala;Edad media;35,42
Ambos sexos;18 Granada;Honduras;Edad media;30,85
Ambos sexos;18 Granada;Nicaragua;Edad media;31,31
Ambos sexos;18 Granada;Panamá;Edad media;30,96
Ambos sexos;18 Granada;República Dominicana;Edad media;32,05
Ambos sexos;18 Granada;Argentina;Edad media;38,02
Ambos sexos;18 Granada;Bolivia;Edad media;32,35
Ambos sexos;18 Granada;Brasil;Edad media;34,93
Ambos sexos;18 Granada;Colombia;Edad media;34,98
Ambos sexos;18 Granada;Chile;Edad media;35,06
Ambos sexos;18 Granada;Ecuador;Edad media;36,75
Ambos sexos;18 Granada;Paraguay;Edad media;34,96
Ambos sexos;18 Granada;Perú;Edad media;37,22
Ambos sexos;18 Granada;Uruguay;Edad media;43,53
Ambos sexos;18 Granada;Venezuela;Edad media;34,58
Ambos sexos;18 Granada;Otros países de América;Edad media;35,48
Ambos sexos;18 Granada;Bangladesh;Edad media;36,7
Ambos sexos;18 Granada;China;Edad media;31,78
Ambos sexos;18 Granada;Filipinas;Edad media;37,25
Ambos sexos;18 Granada;India;Edad media;39,67
Ambos sexos;18 Granada;Indonesia;Edad media;30,16
Ambos sexos;18 Granada;Iraq;Edad media;36,18
Ambos sexos;18 Granada;Irán;Edad media;38,31
Ambos sexos;18 Granada;Israel;Edad media;36,25
Ambos sexos;18 Granada;Japón;Edad media;46,5
Ambos sexos;18 Granada;Jordania;Edad media;38,22
Ambos sexos;18 Granada;Líbano;Edad media;41,41
Ambos sexos;18 Granada;Nepal;Edad media;49,08
Ambos sexos;18 Granada;Pakistán;Edad media;30,72
Ambos sexos;18 Granada;Corea;Edad media;39,38
Ambos sexos;18 Granada;Siria;Edad media;32,19
Ambos sexos;18 Granada;Tailandia;Edad media;39,44
Ambos sexos;18 Granada;Turquía;Edad media;33,93
Ambos sexos;18 Granada;Vietnam;Edad media;26,72
Ambos sexos;18 Granada;Kazajstán;Edad media;34,95
Ambos sexos;18 Granada;Otros países de Asia;Edad media;31,57
Ambos sexos;18 Granada;Australia;Edad media;39,99
Ambos sexos;18 Granada;Apátridas;Edad media;36,33
Ambos sexos;18 Granada;Otros países de Oceanía;Edad media;40,48
Ambos sexos;21 Huelva;Total;Edad media;42,27
Ambos sexos;21 Huelva;Albania;Edad media;43,37
Ambos sexos;21 Huelva;Austria;Edad media;49,37
Ambos sexos;21 Huelva;Bélgica;Edad media;54,51
Ambos sexos;21 Huelva;Bulgaria;Edad media;38,43
Ambos sexos;21 Huelva;Dinamarca;Edad media;54,43
Ambos sexos;21 Huelva;España;Edad media;42,85
Ambos sexos;21 Huelva;Finlandia;Edad media;37,76
Ambos sexos;21 Huelva;Francia;Edad media;53,23
Ambos sexos;21 Huelva;Grecia;Edad media;45,55
Ambos sexos;21 Huelva;Hungría;Edad media;37,6
Ambos sexos;21 Huelva;Irlanda;Edad media;50,35
Ambos sexos;21 Huelva;Italia;Edad media;45,1
Ambos sexos;21 Huelva;Noruega;Edad media;64,56
Ambos sexos;21 Huelva;Países Bajos;Edad media;57,45
Ambos sexos;21 Huelva;Polonia;Edad media;38,73
Ambos sexos;21 Huelva;Portugal;Edad media;48,31
Ambos sexos;21 Huelva;Andorra;Edad media;30,12
Ambos sexos;21 Huelva;Reino Unido;Edad media;55,86
Ambos sexos;21 Huelva;Alemania;Edad media;56,19
Ambos sexos;21 Huelva;Rumanía;Edad media;36,3
Ambos sexos;21 Huelva;Suecia;Edad media;53,31
Ambos sexos;21 Huelva;Suiza;Edad media;52,16
Ambos sexos;21 Huelva;Ucrania;Edad media;40,21
Ambos sexos;21 Huelva;Letonia;Edad media;37,92
Ambos sexos;21 Huelva;Moldavia;Edad media;38,64
Ambos sexos;21 Huelva;Belarús;Edad media;45,63
Ambos sexos;21 Huelva;Georgia;Edad media;29,78
Ambos sexos;21 Huelva;Estonia;Edad media;38,18
Ambos sexos;21 Huelva;Lituania;Edad media;37,96
Ambos sexos;21 Huelva;República Checa;Edad media;42,76
Ambos sexos;21 Huelva;República Eslovaca;Edad media;37,67
Ambos sexos;21 Huelva;Croacia;Edad media;41,26
Ambos sexos;21 Huelva;Armenia;Edad media;33,18
Ambos sexos;21 Huelva;Rusia;Edad media;40,25
Ambos sexos;21 Huelva;Serbia;Edad media;47,13
Ambos sexos;21 Huelva;Otros países de Europa;Edad media;34,72
Ambos sexos;21 Huelva;Angola;Edad media;45,3
Ambos sexos;21 Huelva;Argelia;Edad media;36,5
Ambos sexos;21 Huelva;Cabo Verde;Edad media;48,06
Ambos sexos;21 Huelva;Camerún;Edad media;31,4
Ambos sexos;21 Huelva;Costa de Marfil;Edad media;31,48
Ambos sexos;21 Huelva;Egipto;Edad media;36,13
Ambos sexos;21 Huelva;Etiopía;Edad media;45
Ambos sexos;21 Huelva;Gambia;Edad media;32,09
Ambos sexos;21 Huelva;Ghana;Edad media;35,61
Ambos sexos;21 Huelva;Guinea;Edad media;31,46
Ambos sexos;21 Huelva;Guinea-Bissau;Edad media;38,92
Ambos sexos;21 Huelva;Guinea Ecuatorial;Edad media;29,78
Ambos sexos;21 Huelva;Mali;Edad media;34,68
Ambos sexos;21 Huelva;Marruecos;Edad media;32,14
Ambos sexos;21 Huelva;Mauritania;Edad media;40,99
Ambos sexos;21 Huelva;Nigeria;Edad media;27,53
Ambos sexos;21 Huelva;Sudáfrica;Edad media;47,95
Ambos sexos;21 Huelva;Senegal;Edad media;36,23
Ambos sexos;21 Huelva;Túnez;Edad media;28,71
Ambos sexos;21 Huelva;Otros países de África;Edad media;34,56
Ambos sexos;21 Huelva;Canadá;Edad media;50,52
Ambos sexos;21 Huelva;Estados Unidos de América;Edad media;42,31
Ambos sexos;21 Huelva;México;Edad media;36,15
Ambos sexos;21 Huelva;Costa Rica;Edad media;36,76
Ambos sexos;21 Huelva;Cuba;Edad media;38,94
Ambos sexos;21 Huelva;El Salvador;Edad media;33,3
Ambos sexos;21 Huelva;Guatemala;Edad media;29,79
Ambos sexos;21 Huelva;Honduras;Edad media;31,04
Ambos sexos;21 Huelva;Nicaragua;Edad media;32,61
Ambos sexos;21 Huelva;Panamá;Edad media;32,7
Ambos sexos;21 Huelva;República Dominicana;Edad media;33,04
Ambos sexos;21 Huelva;Argentina;Edad media;42,52
Ambos sexos;21 Huelva;Bolivia;Edad media;35,82
Ambos sexos;21 Huelva;Brasil;Edad media;34,81
Ambos sexos;21 Huelva;Colombia;Edad media;35,42
Ambos sexos;21 Huelva;Chile;Edad media;42,91
Ambos sexos;21 Huelva;Ecuador;Edad media;37,05
Ambos sexos;21 Huelva;Paraguay;Edad media;35,02
Ambos sexos;21 Huelva;Perú;Edad media;37,93
Ambos sexos;21 Huelva;Uruguay;Edad media;44,26
Ambos sexos;21 Huelva;Venezuela;Edad media;32,13
Ambos sexos;21 Huelva;Otros países de América;Edad media;39,59
Ambos sexos;21 Huelva;Bangladesh;Edad media;27,91
Ambos sexos;21 Huelva;China;Edad media;31,85
Ambos sexos;21 Huelva;Filipinas;Edad media;37,01
Ambos sexos;21 Huelva;India;Edad media;32,9
Ambos sexos;21 Huelva;Indonesia;Edad media;39,19
Ambos sexos;21 Huelva;Iraq;Edad media;23,68
Ambos sexos;21 Huelva;Irán;Edad media;44,91
Ambos sexos;21 Huelva;Israel;Edad media;29,81
Ambos sexos;21 Huelva;Japón;Edad media;50,79
Ambos sexos;21 Huelva;Jordania;Edad media;44,2
Ambos sexos;21 Huelva;Líbano;Edad media;65,68
Ambos sexos;21 Huelva;Nepal;Edad media;0
Ambos sexos;21 Huelva;Pakistán;Edad media;32,94
Ambos sexos;21 Huelva;Corea;Edad media;38,09
Ambos sexos;21 Huelva;Siria;Edad media;35,91
Ambos sexos;21 Huelva;Tailandia;Edad media;19,01
Ambos sexos;21 Huelva;Turquía;Edad media;36,46
Ambos sexos;21 Huelva;Vietnam;Edad media;28,07
Ambos sexos;21 Huelva;Kazajstán;Edad media;43,24
Ambos sexos;21 Huelva;Otros países de Asia;Edad media;35,51
Ambos sexos;21 Huelva;Australia;Edad media;50,25
Ambos sexos;21 Huelva;Apátridas;Edad media;33,19
Ambos sexos;21 Huelva;Otros países de Oceanía;Edad media;40,87
Ambos sexos;23 Jaén;Total;Edad media;43,95
Ambos sexos;23 Jaén;Albania;Edad media;38,93
Ambos sexos;23 Jaén;Austria;Edad media;61,04
Ambos sexos;23 Jaén;Bélgica;Edad media;48,59
Ambos sexos;23 Jaén;Bulgaria;Edad media;40,18
Ambos sexos;23 Jaén;Dinamarca;Edad media;38,07
Ambos sexos;23 Jaén;España;Edad media;44,16
Ambos sexos;23 Jaén;Finlandia;Edad media;43,25
Ambos sexos;23 Jaén;Francia;Edad media;46,61
Ambos sexos;23 Jaén;Grecia;Edad media;55,34
Ambos sexos;23 Jaén;Hungría;Edad media;31,22
Ambos sexos;23 Jaén;Irlanda;Edad media;44,53
Ambos sexos;23 Jaén;Italia;Edad media;42,84
Ambos sexos;23 Jaén;Noruega;Edad media;54,68
Ambos sexos;23 Jaén;Países Bajos;Edad media;51,68
Ambos sexos;23 Jaén;Polonia;Edad media;36,88
Ambos sexos;23 Jaén;Portugal;Edad media;43,72
Ambos sexos;23 Jaén;Andorra;Edad media;16,51
Ambos sexos;23 Jaén;Reino Unido;Edad media;55,6
Ambos sexos;23 Jaén;Alemania;Edad media;49,49
Ambos sexos;23 Jaén;Rumanía;Edad media;35
Ambos sexos;23 Jaén;Suecia;Edad media;48,03
Ambos sexos;23 Jaén;Suiza;Edad media;49,65
Ambos sexos;23 Jaén;Ucrania;Edad media;39,49
Ambos sexos;23 Jaén;Letonia;Edad media;51,79
Ambos sexos;23 Jaén;Moldavia;Edad media;35,61
Ambos sexos;23 Jaén;Belarús;Edad media;47,03
Ambos sexos;23 Jaén;Georgia;Edad media;37,44
Ambos sexos;23 Jaén;Estonia;Edad media;51,16
Ambos sexos;23 Jaén;Lituania;Edad media;36,53
Ambos sexos;23 Jaén;República Checa;Edad media;44,04
Ambos sexos;23 Jaén;República Eslovaca;Edad media;48,36
Ambos sexos;23 Jaén;Croacia;Edad media;20,66
Ambos sexos;23 Jaén;Armenia;Edad media;49,12
Ambos sexos;23 Jaén;Rusia;Edad media;38,9
Ambos sexos;23 Jaén;Serbia;Edad media;31,47
Ambos sexos;23 Jaén;Otros países de Europa;Edad media;41,84
Ambos sexos;23 Jaén;Angola;Edad media;37,86
Ambos sexos;23 Jaén;Argelia;Edad media;36,3
Ambos sexos;23 Jaén;Cabo Verde;Edad media;36,93
Ambos sexos;23 Jaén;Camerún;Edad media;30,23
Ambos sexos;23 Jaén;Costa de Marfil;Edad media;27,77
Ambos sexos;23 Jaén;Egipto;Edad media;34,05
Ambos sexos;23 Jaén;Etiopía;Edad media;0
Ambos sexos;23 Jaén;Gambia;Edad media;34,87
Ambos sexos;23 Jaén;Ghana;Edad media;40,12
Ambos sexos;23 Jaén;Guinea;Edad media;32,48
Ambos sexos;23 Jaén;Guinea-Bissau;Edad media;36,59
Ambos sexos;23 Jaén;Guinea Ecuatorial;Edad media;27,06
Ambos sexos;23 Jaén;Mali;Edad media;34,22
Ambos sexos;23 Jaén;Marruecos;Edad media;33,91
Ambos sexos;23 Jaén;Mauritania;Edad media;35,8
Ambos sexos;23 Jaén;Nigeria;Edad media;31,65
Ambos sexos;23 Jaén;Sudáfrica;Edad media;37,49
Ambos sexos;23 Jaén;Senegal;Edad media;37,23
Ambos sexos;23 Jaén;Túnez;Edad media;33,86
Ambos sexos;23 Jaén;Otros países de África;Edad media;33,81
Ambos sexos;23 Jaén;Canadá;Edad media;46,71
Ambos sexos;23 Jaén;Estados Unidos de América;Edad media;36,54
Ambos sexos;23 Jaén;México;Edad media;33,42
Ambos sexos;23 Jaén;Costa Rica;Edad media;44,25
Ambos sexos;23 Jaén;Cuba;Edad media;38,07
Ambos sexos;23 Jaén;El Salvador;Edad media;27,45
Ambos sexos;23 Jaén;Guatemala;Edad media;30,27
Ambos sexos;23 Jaén;Honduras;Edad media;30,46
Ambos sexos;23 Jaén;Nicaragua;Edad media;34,76
Ambos sexos;23 Jaén;Panamá;Edad media;36,16
Ambos sexos;23 Jaén;República Dominicana;Edad media;34,03
Ambos sexos;23 Jaén;Argentina;Edad media;38,6
Ambos sexos;23 Jaén;Bolivia;Edad media;35,51
Ambos sexos;23 Jaén;Brasil;Edad media;34,2
Ambos sexos;23 Jaén;Colombia;Edad media;36,69
Ambos sexos;23 Jaén;Chile;Edad media;40,62
Ambos sexos;23 Jaén;Ecuador;Edad media;36,56
Ambos sexos;23 Jaén;Paraguay;Edad media;35,13
Ambos sexos;23 Jaén;Perú;Edad media;36,72
Ambos sexos;23 Jaén;Uruguay;Edad media;43,04
Ambos sexos;23 Jaén;Venezuela;Edad media;36,96
Ambos sexos;23 Jaén;Otros países de América;Edad media;32,93
Ambos sexos;23 Jaén;Bangladesh;Edad media;30,03
Ambos sexos;23 Jaén;China;Edad media;31,06
Ambos sexos;23 Jaén;Filipinas;Edad media;35,11
Ambos sexos;23 Jaén;India;Edad media;35,97
Ambos sexos;23 Jaén;Indonesia;Edad media;37,83
Ambos sexos;23 Jaén;Iraq;Edad media;36,54
Ambos sexos;23 Jaén;Irán;Edad media;45,4
Ambos sexos;23 Jaén;Israel;Edad media;36,66
Ambos sexos;23 Jaén;Japón;Edad media;42,63
Ambos sexos;23 Jaén;Jordania;Edad media;22,55
Ambos sexos;23 Jaén;Líbano;Edad media;48,12
Ambos sexos;23 Jaén;Nepal;Edad media;33,13
Ambos sexos;23 Jaén;Pakistán;Edad media;33,09
Ambos sexos;23 Jaén;Corea;Edad media;31,84
Ambos sexos;23 Jaén;Siria;Edad media;26,42
Ambos sexos;23 Jaén;Tailandia;Edad media;45,17
Ambos sexos;23 Jaén;Turquía;Edad media;37,02
Ambos sexos;23 Jaén;Vietnam;Edad media;29,19
Ambos sexos;23 Jaén;Kazajstán;Edad media;43,03
Ambos sexos;23 Jaén;Otros países de Asia;Edad media;38,81
Ambos sexos;23 Jaén;Australia;Edad media;44,68
Ambos sexos;23 Jaén;Apátridas;Edad media;33,76
Ambos sexos;23 Jaén;Otros países de Oceanía;Edad media;34,81
Ambos sexos;29 Málaga;Total;Edad media;42,55
Ambos sexos;29 Málaga;Albania;Edad media;33,44
Ambos sexos;29 Málaga;Austria;Edad media;50,32
Ambos sexos;29 Málaga;Bélgica;Edad media;53,01
Ambos sexos;29 Málaga;Bulgaria;Edad media;40,57
Ambos sexos;29 Málaga;Dinamarca;Edad media;54,33
Ambos sexos;29 Málaga;España;Edad media;42,39
Ambos sexos;29 Málaga;Finlandia;Edad media;54,81
Ambos sexos;29 Málaga;Francia;Edad media;47,6
Ambos sexos;29 Málaga;Grecia;Edad media;43,3
Ambos sexos;29 Málaga;Hungría;Edad media;36,25
Ambos sexos;29 Málaga;Irlanda;Edad media;51,8
Ambos sexos;29 Málaga;Italia;Edad media;40,64
Ambos sexos;29 Málaga;Noruega;Edad media;52,98
Ambos sexos;29 Málaga;Países Bajos;Edad media;50,75
Ambos sexos;29 Málaga;Polonia;Edad media;36,37
Ambos sexos;29 Málaga;Portugal;Edad media;40,87
Ambos sexos;29 Málaga;Andorra;Edad media;16,93
Ambos sexos;29 Málaga;Reino Unido;Edad media;55,33
Ambos sexos;29 Málaga;Alemania;Edad media;54,77
Ambos sexos;29 Málaga;Rumanía;Edad media;34,73
Ambos sexos;29 Málaga;Suecia;Edad media;52,15
Ambos sexos;29 Málaga;Suiza;Edad media;54,79
Ambos sexos;29 Málaga;Ucrania;Edad media;38,72
Ambos sexos;29 Málaga;Letonia;Edad media;35,06
Ambos sexos;29 Málaga;Moldavia;Edad media;35,12
Ambos sexos;29 Málaga;Belarús;Edad media;36,76
Ambos sexos;29 Málaga;Georgia;Edad media;33,6
Ambos sexos;29 Málaga;Estonia;Edad media;34,05
Ambos sexos;29 Málaga;Lituania;Edad media;34,35
Ambos sexos;29 Málaga;República Checa;Edad media;35,78
Ambos sexos;29 Málaga;República Eslovaca;Edad media;35,09
Ambos sexos;29 Málaga;Croacia;Edad media;38,34
Ambos sexos;29 Málaga;Armenia;Edad media;37,38
Ambos sexos;29 Málaga;Rusia;Edad media;37,99
Ambos sexos;29 Málaga;Serbia;Edad media;37,63
Ambos sexos;29 Málaga;Otros países de Europa;Edad media;41,93
Ambos sexos;29 Málaga;Angola;Edad media;35,02
Ambos sexos;29 Málaga;Argelia;Edad media;36,41
Ambos sexos;29 Málaga;Cabo Verde;Edad media;44,21
Ambos sexos;29 Málaga;Camerún;Edad media;33,7
Ambos sexos;29 Málaga;Costa de Marfil;Edad media;31,15
Ambos sexos;29 Málaga;Egipto;Edad media;36,74
Ambos sexos;29 Málaga;Etiopía;Edad media;43,78
Ambos sexos;29 Málaga;Gambia;Edad media;30,85
Ambos sexos;29 Málaga;Ghana;Edad media;36,88
Ambos sexos;29 Málaga;Guinea;Edad media;28,77
Ambos sexos;29 Málaga;Guinea-Bissau;Edad media;37,18
Ambos sexos;29 Málaga;Guinea Ecuatorial;Edad media;26,66
Ambos sexos;29 Málaga;Mali;Edad media;31,45
Ambos sexos;29 Málaga;Marruecos;Edad media;35,15
Ambos sexos;29 Málaga;Mauritania;Edad media;42,12
Ambos sexos;29 Málaga;Nigeria;Edad media;36,68
Ambos sexos;29 Málaga;Sudáfrica;Edad media;47,44
Ambos sexos;29 Málaga;Senegal;Edad media;37,22
Ambos sexos;29 Málaga;Túnez;Edad media;39,2
Ambos sexos;29 Málaga;Otros países de África;Edad media;36,56
Ambos sexos;29 Málaga;Canadá;Edad media;49,89
Ambos sexos;29 Málaga;Estados Unidos de América;Edad media;46,43
